canonical_name,entity_type,pi_or_lead,institution,country,city,canonical_url,relevance_class,primary_topics,secondary_topics,relevance_summary,evidence_url_1,evidence_url_2,active_as_of,discovered_via,notes,name,primary_field,secondary_fields,country_or_region,current_affiliation,landmark_contribution,consensus_class,consensus_evidence_1_url,consensus_evidence_2_url,canonical_website,website_type,website_status,maintenance_evidence,active_as_of,hamming_tags,newell_coherence,life_question,life_question_basis,life_question_evidence_url,discovered_via,confidence,notes
David Julius,researcher,David Julius,"University of California, San Francisco",United States,,https://profiles.ucsf.edu/david.julius,CORE,Physiology / Neuroscience,sensory biology; pain; ion channels; molecular pharmacology,"Identified TRP ion channels and molecular mechanisms by which temperature, pain, itch, and chemical irritants are detected.",https://www.nobelprize.org/prizes/medicine/2021/julius/facts/,https://profiles.ucsf.edu/david.julius,2026-09-20,Nobel laureate directory; current institutional profile; independent scholarly/academy source,Living status supported by the current scholarly profile; Nobel record plus independent authoritative source support field-shaping contribution.,David Julius,Physiology / Neuroscience,sensory biology; pain; ion channels; molecular pharmacology,United States,"University of California, San Francisco","Identified TRP ion channels and molecular mechanisms by which temperature, pain, itch, and chemical irritants are detected.",broad_consensus,https://www.nobelprize.org/prizes/medicine/2021/julius/facts/,https://profiles.ucsf.edu/david.julius,https://profiles.ucsf.edu/david.julius,substantive_institutional_page,active_maintained,"UCSF profile was crawled today and lists current professor/chair roles, lab research, ORCID, and sensory-systems research.",2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,How do molecular sensors convert physical and chemical stimuli into the neural experience of pain and temperature?,research_program_inference,https://profiles.ucsf.edu/david.julius,Nobel laureate directory; current institutional profile; independent scholarly/academy source,high,Living status supported by the current scholarly profile; Nobel record plus independent authoritative source support field-shaping contribution.
Elizabeth H. Blackburn,researcher,Elizabeth H. Blackburn,"UCSF, Professor Emerita; Blackburn Lab",Australia / United States,,https://blackburnlab.ucsf.edu/,CORE,Physiology or Medicine,telomere biology; molecular biology,Discovery of telomeres and telomerase as mechanisms of chromosome-end maintenance,https://www.nobelprize.org/prizes/medicine/2009/blackburn/facts/,https://profiles.ucsf.edu/elizabeth.blackburn,2026-09-20, UCSF; independent award and institutional verification; telomere research community;Nobel laureate directory;supplementary_award_screened_verify_batch_1.csv,Current UCSF lab site clearly passes the substantive research-site test.; Alternate site: https://www.salk.edu/scientist/elizabeth-blackburn/,Elizabeth H. Blackburn,Physiology or Medicine,telomere biology; molecular biology,Australia / United States,"UCSF, Professor Emerita; Blackburn Lab",Discovery of telomeres and telomerase as mechanisms of chromosome-end maintenance,broad_consensus,https://www.nobelprize.org/prizes/medicine/2009/blackburn/facts/,https://profiles.ucsf.edu/elizabeth.blackburn,https://blackburnlab.ucsf.edu/,personal_research_group_site,active_maintained,"Blackburn Lab crawled 2026-09-19 and contains current research, telomere resources, and lab contact information",2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,How do telomeres and telomerase preserve genome stability and influence human health?,research_program_inference,https://blackburnlab.ucsf.edu/, UCSF; independent award and institutional verification; telomere research community;Nobel laureate directory;supplementary_award_screened_verify_batch_1.csv,high,Current UCSF lab site clearly passes the substantive research-site test.; Alternate site: https://www.salk.edu/scientist/elizabeth-blackburn/
H. Robert Horvitz,researcher,H. Robert Horvitz,MIT; HHMI; McGovern Institute,United States,,https://biology.mit.edu/profile/h-robert-horvitz/,CORE,Physiology or Medicine,developmental biology; neuroscience; genetics,Genetic control of programmed cell death and animal development using C. elegans,https://www.nobelprize.org/prizes/medicine/2002/horvitz/facts/,https://biology.mit.edu/profile/h-robert-horvitz/,2026-09-20,Nobel laureate directory; MIT Biology; HHMI,The old personal MIT URL is replaced by a current substantive MIT faculty page.,H. Robert Horvitz,Physiology or Medicine,developmental biology; neuroscience; genetics,United States,MIT; HHMI; McGovern Institute,Genetic control of programmed cell death and animal development using C. elegans,broad_consensus,https://www.nobelprize.org/prizes/medicine/2002/horvitz/facts/,https://biology.mit.edu/profile/h-robert-horvitz/,https://biology.mit.edu/profile/h-robert-horvitz/,substantive_institutional_page,active_maintained,MIT profile has current research summary and 2026 publications,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,"How do genes control animal development and behavior, and what can that reveal about human disease?",research_program_inference,https://biology.mit.edu/profile/h-robert-horvitz/,Nobel laureate directory; MIT Biology; HHMI,high,The old personal MIT URL is replaced by a current substantive MIT faculty page.
James P. Allison,researcher,James P. Allison,UT MD Anderson Cancer Center,United States,,https://faculty.mdanderson.org/profiles/james_allison.html,CORE,Physiology or Medicine,immunology; cancer immunotherapy,CTLA-4 blockade and immune-checkpoint therapy for cancer,https://www.nobelprize.org/prizes/medicine/2018/allison/facts/,https://faculty.mdanderson.org/profiles/james_allison.html,2026-09-20,Nobel laureate directory; MD Anderson; cancer-immunotherapy literature,Living status supported by current MD Anderson profile.,James P. Allison,Physiology or Medicine,immunology; cancer immunotherapy,United States,UT MD Anderson Cancer Center,CTLA-4 blockade and immune-checkpoint therapy for cancer,broad_consensus,https://www.nobelprize.org/prizes/medicine/2018/allison/facts/,https://faculty.mdanderson.org/profiles/james_allison.html,https://faculty.mdanderson.org/profiles/james_allison.html,substantive_institutional_page,active_maintained,MD Anderson profile is reachable and current as of 2026-09-20 with research and professional information,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication;intellectual_courage,strong,How can the immune system be released from inhibitory controls to recognize and destroy cancer?,biographical_synthesis,https://faculty.mdanderson.org/profiles/james_allison.html,Nobel laureate directory; MD Anderson; cancer-immunotherapy literature,high,Living status supported by current MD Anderson profile.
Randy W. Schekman,researcher,Randy W. Schekman,UC Berkeley; HHMI,United States,,https://schekmanlab.org/,CORE,Physiology or Medicine,cell biology; vesicle trafficking; membrane biology,Genetic and molecular mechanisms of vesicle traffic in eukaryotic cells,https://www.nobelprize.org/prizes/medicine/2013/schekman/facts/,https://vcresearch.berkeley.edu/faculty/randy-schekman,2026-09-20, HHMI; UC Berkeley;Nobel laureate directory;supplementary_award_screened_verify_batch_2 Wikidata/supplementary award lead,Current Berkeley and lab pages strongly confirm living status and maintenance.; Alternate site: https://mcb.berkeley.edu/faculty/CDB/schekmanr,Randy W. Schekman,Physiology or Medicine,cell biology; vesicle trafficking; membrane biology,United States,UC Berkeley; HHMI,Genetic and molecular mechanisms of vesicle traffic in eukaryotic cells,broad_consensus,https://www.nobelprize.org/prizes/medicine/2013/schekman/facts/,https://vcresearch.berkeley.edu/faculty/randy-schekman,https://schekmanlab.org/,personal_research_group_site,active_maintained,Berkeley profile has current projects and 2026 teaching; lab homepage and current members page are active,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;repeated_research_judgment;clear_communication,strong,"How are proteins and membranes assembled, transported, and secreted inside cells?",research_program_inference,https://schekmanlab.org/, HHMI; UC Berkeley;Nobel laureate directory;supplementary_award_screened_verify_batch_2 Wikidata/supplementary award lead,high,Current Berkeley and lab pages strongly confirm living status and maintenance.; Alternate site: https://mcb.berkeley.edu/faculty/CDB/schekmanr
Jens Juul Holst,researcher,Jens Juul Holst,University of Copenhagen; Novo Nordisk Foundation Center for Basic Metabolic Research,Denmark,,https://researchprofiles.ku.dk/en/persons/jens-juul-holst/,CORE,physiology; endocrinology,GLP-1 and GLP-2; appetite regulation; diabetes and obesity therapeutics,"Co-discovered the physiological role of GLP-1 and related gut hormones, enabling modern incretin-based therapies for diabetes and obesity.",https://breakthroughprize.org/Laureates/2/L3973,https://www.gairdner.org/winner/jens-juul-holst,2026-09-20,major_award_expanded_verify_batch_4.csv; independent web verification,Gairdner and Copenhagen profiles independently document the GLP-1 discovery and current research.; QA enum normalization: consensus_class='Breakthrough Prize in Life Sciences' mapped to broad_consensus.; QA enum normalization: website_status='current; active as of 2026-09-20' mapped to active_maintained; source maintenance wording retained.,Jens Juul Holst,physiology; endocrinology,GLP-1 and GLP-2; appetite regulation; diabetes and obesity therapeutics,Denmark,University of Copenhagen; Novo Nordisk Foundation Center for Basic Metabolic Research,"Co-discovered the physiological role of GLP-1 and related gut hormones, enabling modern incretin-based therapies for diabetes and obesity.",broad_consensus,https://breakthroughprize.org/Laureates/2/L3973,https://www.gairdner.org/winner/jens-juul-holst,https://researchprofiles.ku.dk/en/persons/jens-juul-holst/,institutional scholarly profile with group link,active_maintained,University of Copenhagen portal crawled yesterday; current positions and active group website are listed.,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,"How do gut hormones coordinate appetite and glucose metabolism, and how can that biology become effective therapy?",research_program_inference,https://researchprofiles.ku.dk/en/persons/jens-juul-holst/,major_award_expanded_verify_batch_4.csv; independent web verification,high,Gairdner and Copenhagen profiles independently document the GLP-1 discovery and current research.; QA enum normalization: consensus_class='Breakthrough Prize in Life Sciences' mapped to broad_consensus.; QA enum normalization: website_status='current; active as of 2026-09-20' mapped to active_maintained; source maintenance wording retained.
Caroline Dean,researcher,Caroline Dean,John Innes Centre,United Kingdom,,https://jic.ac.uk/people/caroline-dean/,CORE,plant biology,molecular biology; epigenetics; crop science,"Pioneered the molecular and epigenetic explanation of vernalization and flowering-time control, including FLC-mediated seasonal memory.",https://wolffund.org.il/caroline-dean/,https://jic.ac.uk/people/caroline-dean/,2026-09-20,major_award_verified_batch_2.csv; source-ledger award/independent-consensus verification,QA enum normalization: consensus_class='major_award_plus_independent_institutional_consensus' mapped to broad_consensus.; QA restored shifted source note: Living and active.,Caroline Dean,plant biology,molecular biology; epigenetics; crop science,United Kingdom,John Innes Centre,"Pioneered the molecular and epigenetic explanation of vernalization and flowering-time control, including FLC-mediated seasonal memory.",broad_consensus,https://wolffund.org.il/caroline-dean/,https://jic.ac.uk/people/caroline-dean/,https://jic.ac.uk/people/caroline-dean/,substantive_institutional_research_page,active_maintained,"JIC profile lists current Royal Society Professor role, active research, lab members and recent publications/news.",2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,How do plants sense seasonal conditions and convert environmental memory into heritable developmental timing?,research_program_inference,https://jic.ac.uk/people/caroline-dean/,major_award_verified_batch_2.csv; source-ledger award/independent-consensus verification,high,QA enum normalization: consensus_class='major_award_plus_independent_institutional_consensus' mapped to broad_consensus.; QA restored shifted source note: Living and active.
Chris R. Somerville,researcher,Chris R. Somerville,"UC Berkeley, Professor Emeritus; philanthropy supporting science",United States,,https://plantandmicrobiology.berkeley.edu/people/chris-somerville,CORE,plant biology,plant molecular genetics; genomics; bioenergy,"Helped establish Arabidopsis as a model organism and advanced plant cell-wall, genomics and bioenergy research.",https://www.balzan.org/en/prizewinners/elliot-meyerowitz-and-christopher-somerville/,https://plantandmicrobiology.berkeley.edu/people/chris-somerville,2026-09-20,major_award_verified_batch_2.csv; source-ledger award/independent-consensus verification,QA enum normalization: consensus_class='major_award_plus_independent_institutional_consensus' mapped to broad_consensus.; QA restored shifted source note: Living and active.,Chris R. Somerville,plant biology,plant molecular genetics; genomics; bioenergy,United States,"UC Berkeley, Professor Emeritus; philanthropy supporting science","Helped establish Arabidopsis as a model organism and advanced plant cell-wall, genomics and bioenergy research.",broad_consensus,https://www.balzan.org/en/prizewinners/elliot-meyerowitz-and-christopher-somerville/,https://plantandmicrobiology.berkeley.edu/people/chris-somerville,https://plantandmicrobiology.berkeley.edu/people/chris-somerville,substantive_institutional_research_page,active_maintained,"Current Berkeley emeritus profile lists research, awards, contact and continuing work.",2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,"How can plant molecular systems be understood well enough to improve biology, biomass and sustainable energy?",biographical_synthesis,https://plantandmicrobiology.berkeley.edu/people/chris-somerville,major_award_verified_batch_2.csv; source-ledger award/independent-consensus verification,high,QA enum normalization: consensus_class='major_award_plus_independent_institutional_consensus' mapped to broad_consensus.; QA restored shifted source note: Living and active.
Pamela Ronald,researcher,Pamela Ronald,"University of California, Davis; Ronald Lab; Innovative Genomics Institute",United States,,https://ronaldlab.ucdavis.edu/about-ronald,CORE,plant biology; agriculture; genetics,rice disease resistance; genome editing; climate resilience,"Discovery and deployment of rice disease-resistance genes and climate-resilient crop science, with translation into breeding.",https://ronaldlab.ucdavis.edu/about-ronald,https://www.nasonline.org/member/pamela-ronald/,2026-09-20,late_life_earth_2_candidates.csv;independent award/academy/canonical synthesis search,"NAS election, Wolf Prize and deployed rice resistance work support broad consensus.",Pamela Ronald,plant biology; agriculture; genetics,rice disease resistance; genome editing; climate resilience,United States,"University of California, Davis; Ronald Lab; Innovative Genomics Institute","Discovery and deployment of rice disease-resistance genes and climate-resilient crop science, with translation into breeding.",broad_consensus,https://ronaldlab.ucdavis.edu/about-ronald,https://www.nasonline.org/member/pamela-ronald/,https://ronaldlab.ucdavis.edu/about-ronald,personally_directed_lab_site,active_maintained,"Ronald Lab page lists current distinguished professorship, active affiliations, research and 2022-26 honors; crawled 2026-09-20.",2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,"How can genetics and genome engineering make crops more resilient, productive, and useful for a changing food system?",research_program_inference,https://ronaldlab.ucdavis.edu/about-ronald,late_life_earth_2_candidates.csv;independent award/academy/canonical synthesis search,high,"NAS election, Wolf Prize and deployed rice resistance work support broad consensus."
Jonathan D. G. Jones,researcher,Jonathan D. G. Jones,The Sainsbury Laboratory,United Kingdom,,https://www.tsl.ac.uk/about/people/jonathan-jones,CORE,plant biology; plant immunity,plant disease resistance; NLR receptors; pathogen effectors; crop protection,"Helped establish the molecular framework of plant innate immunity, including the zigzag model linking pathogen effectors and plant NLR immune receptors.",https://www.tsl.ac.uk/news/jonathan-jones-becomes-tsls-2nd-wolf-prize-laureate,https://par.nsf.gov/servlets/purl/10529134,2026-09-20,major_award_expanded_verify_batch_4.csv; independent web verification,TSL award notice and NSF-hosted review independently establish the plant-immunity program.; QA enum normalization: consensus_class='Wolf Prize in Agriculture' mapped to broad_consensus.; QA enum normalization: website_status='current; active as of 2026-09-20' mapped to active_maintained; source maintenance wording retained.,Jonathan D. G. Jones,plant biology; plant immunity,plant disease resistance; NLR receptors; pathogen effectors; crop protection,United Kingdom,The Sainsbury Laboratory,"Helped establish the molecular framework of plant innate immunity, including the zigzag model linking pathogen effectors and plant NLR immune receptors.",broad_consensus,https://www.tsl.ac.uk/news/jonathan-jones-becomes-tsls-2nd-wolf-prize-laureate,https://par.nsf.gov/servlets/purl/10529134,https://www.tsl.ac.uk/about/people/jonathan-jones,institutional personally directed group page,active_maintained,TSL page crawled today with 2026 publications and active research questions; 2025 award news confirms current lab leadership.,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,How do plants detect pathogens and convert molecular recognition into durable disease resistance?,research_program_inference,https://www.tsl.ac.uk/about/people/jonathan-jones,major_award_expanded_verify_batch_4.csv; independent web verification,high,TSL award notice and NSF-hosted review independently establish the plant-immunity program.; QA enum normalization: consensus_class='Wolf Prize in Agriculture' mapped to broad_consensus.; QA enum normalization: website_status='current; active as of 2026-09-20' mapped to active_maintained; source maintenance wording retained.
Gurdev Singh Khush,researcher,Gurdev Singh Khush,"UC Davis, Department of Plant Sciences, emeritus",India / United States,,https://www.plantsciences.ucdavis.edu/people/gurdev-khush,CORE,plant breeding / agriculture,rice genetics; food security,"Developed hundreds of high-yield, disease-resistant rice varieties distributed across Asia, Africa and Latin America.",https://www.worldfoodprize.org/en/laureates/19871999_laureates/1996_beachell_and_khush/,https://www.plantsciences.ucdavis.edu/people/gurdev-khush,2026-09-20,award/academy + canonical review or adoption,,Gurdev Singh Khush,plant breeding / agriculture,rice genetics; food security,India / United States,"UC Davis, Department of Plant Sciences, emeritus","Developed hundreds of high-yield, disease-resistant rice varieties distributed across Asia, Africa and Latin America.",broad_consensus,https://www.worldfoodprize.org/en/laureates/19871999_laureates/1996_beachell_and_khush/,https://www.plantsciences.ucdavis.edu/people/gurdev-khush,https://www.plantsciences.ucdavis.edu/people/gurdev-khush,substantive_institutional_page,active_maintained,UC Davis page is current to 2025 and lists emeritus affiliation; World Food Prize documents global deployment.,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,How can plant genetics produce reliable food security for rapidly growing populations?,biographical_synthesis,https://www.worldfoodprize.org/en/laureates/19871999_laureates/1996_beachell_and_khush/,award/academy + canonical review or adoption,high,
Maria Andrade,researcher,Maria Andrade,"International Potato Center (CIP), CGIAR",Cape Verde / Mozambique,,https://www.rtb.cgiar.org/people/maria-andrade/,CORE,plant breeding / agriculture,biofortification; drought tolerance; nutrition,"Released dozens of biofortified, drought-tolerant sweet-potato varieties adopted across southern Africa and beyond.",https://www.worldfoodprize.org/documents/filelibrary/2016_Laureate_Story_FINAL_Low_Res_1_13F160BB56B0F.pdf,https://www.rtb.cgiar.org/people/maria-andrade/,2026-09-20,award/academy + canonical review or adoption,,Maria Andrade,plant breeding / agriculture,biofortification; drought tolerance; nutrition,Cape Verde / Mozambique,"International Potato Center (CIP), CGIAR","Released dozens of biofortified, drought-tolerant sweet-potato varieties adopted across southern Africa and beyond.",field_consensus,https://www.worldfoodprize.org/documents/filelibrary/2016_Laureate_Story_FINAL_Low_Res_1_13F160BB56B0F.pdf,https://www.rtb.cgiar.org/people/maria-andrade/,https://www.rtb.cgiar.org/people/maria-andrade/,substantive_institutional_page,active_maintained,"CGIAR profile is current and lists country-manager/breeder roles, releases and recognitions.",2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,How can crop breeding reduce hunger and micronutrient deficiency under drought and resource constraints?,explicit_self_statement,https://www.cipotato.org/blog/take-a-bite-out-of-maria-andrade/,award/academy + canonical review or adoption,high,
Steven D. Tanksley,researcher,Steven D. Tanksley,"Cornell University, Emeritus Faculty; Nature Source Genetics",United States,,https://cals.cornell.edu/people/steven-tanksley,CORE,plant genetics; plant breeding,genomics; quantitative trait loci; crop improvement; genetic resources,"Created foundational molecular maps and map-based cloning methods for crops, established quantitative-trait and heterosis genetics, and helped make marker-assisted breeding predictive.",https://wolffund.org.il/steven-d-tanksley/,https://royalsociety.org/people/steven-tanksley-12385/,2026-09-20,major_award_expanded_verify_batch_7.csv; independent web verification,Wolf citation and Royal Society profile independently document field-shaping plant genomics and breeding; Cornell page is current despite emeritus status.,Steven D. Tanksley,plant genetics; plant breeding,genomics; quantitative trait loci; crop improvement; genetic resources,United States,"Cornell University, Emeritus Faculty; Nature Source Genetics","Created foundational molecular maps and map-based cloning methods for crops, established quantitative-trait and heterosis genetics, and helped make marker-assisted breeding predictive.",field_consensus,https://wolffund.org.il/steven-d-tanksley/,https://royalsociety.org/people/steven-tanksley-12385/,https://cals.cornell.edu/people/steven-tanksley,institutional scholarly profile,active_maintained,"Cornell CALS profile was crawled yesterday and lists current emeritus status, contact, and ongoing research statement; Royal Society profile confirms current professional role.",2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,"How can genome maps and wild genetic variation make crop breeding predictive, productive, and resilient?",research_program_inference,https://cals.cornell.edu/people/steven-tanksley,major_award_expanded_verify_batch_7.csv; independent web verification,high,Wolf citation and Royal Society profile independently document field-shaping plant genomics and breeding; Cornell page is current despite emeritus status.
Isabella M. Weber,researcher,Isabella M. Weber,"University of Massachusetts Amherst, Associate Professor of Economics",Germany / United States,,https://www.umass.edu/economics/about/directory/isabella-weber,CORE,political economy,economic history; China studies; inflation policy,Historical work on China and contemporary work on administered prices and inflation policy reshaped debates on market transition and price controls.,https://www.umass.edu/economics/about/directory/isabella-weber,https://www.rosalux.de/en/profile/es_detail/86OXNSXJ9K/isabella-weber,2026-09-20,late_humanities_social_2_candidates.csv bounded saturation frame; independent web verification,,Isabella M. Weber,political economy,economic history; China studies; inflation policy,Germany / United States,"University of Massachusetts Amherst, Associate Professor of Economics",Historical work on China and contemporary work on administered prices and inflation policy reshaped debates on market transition and price controls.,strong_but_contested,https://www.umass.edu/economics/about/directory/isabella-weber,https://www.rosalux.de/en/profile/es_detail/86OXNSXJ9K/isabella-weber,https://www.umass.edu/economics/about/directory/isabella-weber,institutional_scholarly_profile,active_maintained,"UMass profile lists current appointment, publications, honors, and active research; accessed 2026-09-20",2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,not_established,"How do historical institutions and price policies shape development, inflation, and economic power?",research_program_inference,https://www.umass.edu/economics/about/directory/isabella-weber,late_humanities_social_2_candidates.csv bounded saturation frame; independent web verification,high,
Kate Raworth,researcher,Kate Raworth,"Doughnut Economics Action Lab, co-founder; Oxford Environmental Change Institute, Associate",United Kingdom,,https://www.kateraworth.com/about/,CORE,political economy,ecological economics; sustainability; public policy,"Doughnut Economics supplied a memorable social-foundation/ecological-ceiling framework adopted in policy, education, and civic planning.",https://www.kateraworth.com/about/,https://www.iamsterdam.com/en/business/key-sectors-for-business/circular/key-facts-and-figures-on-amsterdams-circular-transition,2026-09-20,late_humanities_social_2_candidates.csv bounded saturation frame; independent web verification,Retained as an interdisciplinary scholarly thinker; consensus marked strong_but_contested because adoption is broader than disciplinary consensus.,Kate Raworth,political economy,ecological economics; sustainability; public policy,United Kingdom,"Doughnut Economics Action Lab, co-founder; Oxford Environmental Change Institute, Associate","Doughnut Economics supplied a memorable social-foundation/ecological-ceiling framework adopted in policy, education, and civic planning.",strong_but_contested,https://www.kateraworth.com/about/,https://www.iamsterdam.com/en/business/key-sectors-for-business/circular/key-facts-and-figures-on-amsterdams-circular-transition,https://www.kateraworth.com/about/,personal_scholarly_website,active_maintained,"Personal site has current writing, talks, and active DEAL links; accessed 2026-09-20",2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,not_established,How can economies meet everyone’s needs within planetary boundaries?,research_program_inference,https://www.kateraworth.com/about/,late_humanities_social_2_candidates.csv bounded saturation frame; independent web verification,high,Retained as an interdisciplinary scholarly thinker; consensus marked strong_but_contested because adoption is broader than disciplinary consensus.
Robert H. Wade,researcher,Robert H. Wade,"London School of Economics, Professor of Political Economy",United Kingdom / New Zealand,,https://www.lse.ac.uk/people/robert-wade,CORE,political economy,development economics; international political economy,"Governing the Market and related work challenged laissez-faire development narratives through state capacity, industrial policy, and global political economy.",https://www.lse.ac.uk/people/robert-wade,https://www.bu.edu/eci/about-us/leontief-prize/recipients08/,2026-09-20,late_humanities_social_2_candidates.csv bounded saturation frame; independent web verification,,Robert H. Wade,political economy,development economics; international political economy,United Kingdom / New Zealand,"London School of Economics, Professor of Political Economy","Governing the Market and related work challenged laissez-faire development narratives through state capacity, industrial policy, and global political economy.",field_consensus,https://www.lse.ac.uk/people/robert-wade,https://www.bu.edu/eci/about-us/leontief-prize/recipients08/,https://www.lse.ac.uk/people/robert-wade,institutional_scholarly_profile,active_maintained,"LSE profile is current and lists research, books, awards, and active affiliation; accessed 2026-09-20",2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,not_established,How do states and institutions shape successful development within a global political economy?,research_program_inference,https://www.lse.ac.uk/people/robert-wade,late_humanities_social_2_candidates.csv bounded saturation frame; independent web verification,high,
Étienne Balibar,researcher,Étienne Balibar,"Kingston University, Anniversary Chair in Modern European Philosophy; Columbia visiting professor",France / Europe,,https://www.kingston.ac.uk/about/staff/professor-etienne-balibar,CORE,political philosophy / critical theory,Marxism; citizenship; borders; critical theory,"Equaliberty, citizenship, borders, violence, racism, nationalism, and cosmopolitan critique in contemporary political philosophy.",https://www.kingston.ac.uk/about/staff/professor-etienne-balibar,https://cccct.law.columbia.edu/people/etienne-r-balibar,2026-09-20,late_humanities_social_3_candidates.csv final bounded saturation frame; independent web verification,Living current Kingston/Columbia affiliations verified; classification reflects substantial influence with ongoing theoretical contestation.,Étienne Balibar,political philosophy / critical theory,Marxism; citizenship; borders; critical theory,France / Europe,"Kingston University, Anniversary Chair in Modern European Philosophy; Columbia visiting professor","Equaliberty, citizenship, borders, violence, racism, nationalism, and cosmopolitan critique in contemporary political philosophy.",strong_but_contested,https://www.kingston.ac.uk/about/staff/professor-etienne-balibar,https://cccct.law.columbia.edu/people/etienne-r-balibar,https://www.kingston.ac.uk/about/staff/professor-etienne-balibar,institutional scholarly profile,active_maintained,Kingston profile was crawled recently and lists current visiting-professor role and research; Columbia profile confirms continuing teaching and major works.,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,"How can political communities secure equal liberty across borders, difference, and violence?",research_program_inference,https://cccct.law.columbia.edu/people/etienne-r-balibar,late_humanities_social_3_candidates.csv final bounded saturation frame; independent web verification,high,Living current Kingston/Columbia affiliations verified; classification reflects substantial influence with ongoing theoretical contestation.
Michael J. Sandel,researcher,Michael J. Sandel,See canonical website,US,,https://sandel.scholars.harvard.edu/,CORE,political philosophy; public philosophy,,"Communitarian critique; justice; markets, meritocracy, citizenship, and democratic moral reasoning",https://hls.harvard.edu/faculty/michael-j-sandel/,https://news.harvard.edu/gazette/story/2026/04/michael-sandel-saw-it-coming/,2026-09-20,humanities_initial.csv,,Michael J. Sandel,political philosophy; public philosophy,,US,,"Communitarian critique; justice; markets, meritocracy, citizenship, and democratic moral reasoning",field_consensus,https://hls.harvard.edu/faculty/michael-j-sandel/,https://news.harvard.edu/gazette/story/2026/04/michael-sandel-saw-it-coming/,https://sandel.scholars.harvard.edu/,personally_directed_institution_hosted_archive,active_maintained,"Current Harvard profile, Justice course material, and 2026 award coverage",2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;repeated_research_judgment,strong,"What makes a just society, and how can moral reasoning renew democratic citizenship amid markets, meritocracy, and polarization?",explicit_self_statement,https://sandel.scholars.harvard.edu/justice,humanities_initial.csv,high,
Robert Keohane,researcher,Robert Keohane,"Princeton University, Professor Emeritus of International Affairs",United States,,https://rkeohane.scholar.princeton.edu/,CORE,political science and international relations,international institutions; cooperation; global governance,Established the institutional approach to international relations and showed how cooperation and regimes can arise under anarchy.,https://www.balzan.org/en/prizewinners/robert-keohane/research-project,https://rkeohane.scholar.princeton.edu/,2026-09-20,expanded major-award lead,Living and active.,Robert Keohane,political science and international relations,international institutions; cooperation; global governance,United States,"Princeton University, Professor Emeritus of International Affairs",Established the institutional approach to international relations and showed how cooperation and regimes can arise under anarchy.,field_consensus,https://www.balzan.org/en/prizewinners/robert-keohane/research-project,https://rkeohane.scholar.princeton.edu/,https://rkeohane.scholar.princeton.edu/,personal_academic_site,active_maintained,Princeton scholar site has current affiliation and publications; Balzan project page records the award and research programme.,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,How can international institutions enable cooperation and accountability despite the absence of a world government?,research_program_inference,https://rkeohane.scholar.princeton.edu/,expanded major-award lead,high,Living and active.
