candidate_id,canonical_entity_id,canonical_name,entity_type,parent_entity,pi_or_lead,institution,city,country,canonical_url,alternate_urls,active_status,last_activity_evidence,relevance_class,relevance_confidence,primary_topics,secondary_topics,relevance_summary,evidence_url_1,evidence_url_2,evidence_quote_or_paraphrase,relationship_notes,discovery_source,verification_status,count_in_headline,notes
R0293,E-R0293,Takeuchi Lab Physical AI,lab,,Ken Takeuchi,"University of Tokyo, Graduate School of Engineering",Tokyo,Japan,https://co-design.t.u-tokyo.ac.jp/en/,,ACTIVE,2026.08.13 IPSJ SLDM Excellent Paper Award; AICAS 2026 conference presentations; 2026.08.08 news.,CORE,high,biologically-plausible-learning;temporal-computation;in-memory-computing;adaptive-robotics;neural-dynamics,neuromorphic-computing;recurrent-computation;embodied-cognition,"Takeuchi Lab's Physical AI program integrates biologically inspired AI algorithms with low-power hardware, using Liquid Neural Networks that incorporate the temporal dynamics of biological neural circuits for adaptive robot control.",https://co-design.t.u-tokyo.ac.jp/en/research/physical-ai/,https://co-design.t.u-tokyo.ac.jp/en/,"The Physical AI page states that adaptive control based on Liquid Neural Networks incorporates the temporal dynamics of biological neural circuits to produce reflexive, context-aware robot behavior.",Distinct University of Tokyo lab led by Ken Takeuchi; hardware/algorithm co-design.,Frame B Japan/Korea local institutional roster; University of Tokyo current Physical AI and member pages,SOURCE_SUPPORTED,1,Explicit brain-inspired algorithm (LNN temporal dynamics) with hardware co-design; CORE. | Prior: CORE
R0294,E-R0294,TDK neuromorphic device and reservoir-computing programme,company_research,,Tatsuo Shibata; Tomoyuki Sasaki,TDK Corporation,Tokyo,Japan,https://www.tdk.com/en/news_center/press/20251002_01.html,https://www.tdk.com/en/featured_stories/entry_071-neuromorphic-devices.html,ACTIVE,TDK 2025 release describes analog reservoir AI chip demonstration and ongoing neuromorphic-device development.,DIRECTLY_RELEVANT,low,neuromorphic-computing;spintronic-neuromorphic;on-chip-learning,memristive-computing;analog-computing,"TDK actively develops spin-memristor and analog reservoir devices that mimic synapses/cerebrum/cerebellum, but the candidate is an internal corporate programme rather than an independently countable unit.",https://www.tdk.com/en/news_center/press/20251002_01.html,https://www.tdk.com/system/files/press_01_241002_1_en.pdf,No page text could be fetched: both the featured-story and press-release URLs returned HTTP 403 blocked responses.,Umbrella device program within TDK; cannot verify named leads or partner institutions from supplied sources.,company/nonprofit official-site sweep,SOURCE_SUPPORTED,0,"Blocked pages; identity, leadership, activity, and relevance mechanism cannot be confirmed from supplied text. No citations derived from prior row. | Prior: CORE | Luna High round: SOURCE_LIMITED / Blocked pages; identity, leadership, activity, and relevance mechanism cannot be confirmed from supplied text. No citations derived from prior row. | Prior: CORE | Final Luna closure: NONCOUNT_CONTEXT / Company activity and mechanism are verified, but the named “team” is internal to TDK with no independently constituted unit identity; retain as context."
R0296,E-R0296,Whole Brain Architecture Initiative,network,,Hiroshi Yamakawa,Whole Brain Architecture Initiative,,Japan,https://wba-initiative.org/en/,,ACTIVE,"2026 WBAI Incentive Award call, FY2026 policy, ICONIP2025 brain-like AI design tutorial, Fifth WBA Working Memory Hackathon retrospective.",CORE,high,world-models;cognitive-maps,representation-learning;cognitive-control,"WBAI develops brain-reference architecture methodology and human-brain-morphic AGI design, with active workshops, hackathons, and tutorials through 2026.",https://wba-initiative.org/en/about/actionplan/actionplan-2026/,https://wba-initiative.org/en/,The FY2026 policy describes pursuing human-brain-morphic AGI grounded in implementing computational principles of the human brain and progress on the Whole-Brain Reference Architecture alpha version.,Nonprofit network/initiative; no city confirmed in fetched text.,company/nonprofit official-site sweep,SOURCE_SUPPORTED,1,Explicitly constructs brain-referenced architectures for AI; CORE. Entity type recorded as network per controlled schema (prior row said nonprofit). | Prior: CORE
R0298,E-R0298,Blue Neural Networks (BlueNN),lab,,Decebal Constantin Mocanu,"University of Luxembourg, Faculty of Science, Technology and Medicine",Esch-sur-Alzette,Luxembourg,https://www.uni.lu/fstm-en/research-groups/blue-neural-networks/,,ACTIVE,PMLR paper published 2026 lists BlueNN lead Decebal Constantin Mocanu.,CORE,high,continual-learning;sparse-coding;representation-learning,stability-plasticity,"BlueNN conducts fundamental machine-learning research on sparsity, scalability, and continual/deep reinforcement learning, areas that directly connect to biological network plasticity and efficient coding; however, the fetched page does not explicitly mention neurogenesis transfer or biological mechanisms.",https://www.uni.lu/fstm-en/research-groups/blue-neural-networks/,https://proceedings.mlr.press/v330/yildirim26a.html,University of Luxembourg lists BlueNN led by Decebal Mocanu; the 2026 PMLR paper by Mocanu proposes SERENA from brain self-regulated neurogenesis for continual learning.,"Prior row cited a 2026 SERENA paper on biological self-regulated neurogenesis, but that work was not present in the fetched source.",2026 CoLLAs neurogenesis/plasticity paper-author trail,SOURCE_SUPPORTED,1,Identity and current listing are source-supported; direct biology-to-AI mechanism from neurogenesis is not verified in fetched page text. | Prior: CORE | Luna High round: PROMOTE / Official Luxembourg identity page plus 2026 PMLR support current BlueNN identity and a substantive neurogenesis-to-AI mechanism. | Gate: BlueNN is an independently named University of Luxembourg group established in 2023; its 2026 PMLR output explicitly derives an AI method from brain self-regulated neurogenesis.
R0299,E-R0299,Cognitive Robotics and Predictive Processing Group (Alejandra Ciria),lab,,Alejandra Ciria Fernández Varela,"Universidad Nacional Autónoma de México (UNAM), IIMAS",Mexico City,Mexico,https://turing.iimas.unam.mx/department-members/alejandra/,,ACTIVE,Publication listed: 'From biological vision to artificial intelligence: The role of foundational predictive processing'.,CORE,medium,predictive-processing;cognitive-developmental-robotics;embodied-cognition,sensorimotor-learning;world-models,"Ciria's work sits at the intersection of embodied cognition, AI, and cognitive robotics, explicitly using predictive processing and sensorimotor mechanisms to model how biological and artificial systems adapt.",https://turing.iimas.unam.mx/department-members/alejandra/,https://turing.iimas.unam.mx/projects/representaci%C3%B3n-sensorimotora-del-conocimiento-conceptual/,"Her UNAM profile describes research on how biological and artificial systems predict and adapt to their environment through sensorimotor knowledge, with publications linking biological vision to AI.",,Spanish-language UNAM directory pass,SOURCE_SUPPORTED,1,Not explicitly a laboratory page but a named researcher with a coherent cognitive robotics and predictive processing program. | Prior: STRONGLY RELATED
R0301,E-R0301,Neuromorphic Computing Laboratory,lab,,Miguel Ángel Lastras Montaño,Universidad Autónoma de San Luis Potosí (UASLP),San Luis Potosí,Mexico,https://www.iico.uaslp.mx/en/Paginas/Labs/5234,,LIKELY_ACTIVE,,CORE,medium,neuromorphic-computing;in-memory-computing,,"The UASLP Neuromorphic Computing laboratory is an identifiable unit led by Miguel Ángel Lastras Montaño, developing brain-inspired in-memory architectures for AI.",https://www.iico.uaslp.mx/Paginas/Investigadores/5214,https://investigadores.uaslp.mx/InvestigadorProfile/sX4AAA%3D%3D,"UASLP’s official laboratory listing names Miguel Ángel Lastras Montaño and describes a theoretical/experimental Neuromorphic Computing lab generating in-memory, brain-inspired computing architectures for AI acceleration and experimental demonstration.",,final Mexico neuromorphic directory sample,SOURCE_SUPPORTED,1,Network error prevented loading of the cited UASLP page. | Prior: CORE | Luna High round: PROMOTE / Fresh official UASLP and investigator pages resolve the prior timeout and support both the lab identity and its brain-inspired neuromorphic relevance. | Gate: UASLP’s official laboratory listing identifies a distinct Neuromorphic Computing Laboratory led by Miguel Ángel Lastras Montaño and describes brain-inspired in-memory architectures for AI.
R0304,E-R0304,Artificial Cognitive Systems Lab,lab,,Marcel van Gerven,Radboud University / Donders Institute,Nijmegen,Netherlands,https://www.ru.nl/en/people/gerven-m-van,,ACTIVE,Current official profile lists laboratory leadership and active focus; no dated 2024-2026 output in fetched text.,CORE,high,neuromorphic-computing;neural-coding;biologically-plausible-learning,predictive-coding;representation-learning,"Van Gerven heads the Artificial Cognitive Systems lab, bridging artificial and natural intelligence using machine learning and neuromorphic computing to develop AI inspired by brain function.",https://www.ru.nl/en/people/gerven-m-van,https://www.ru.nl/en/research/research-themes/neuromorphic-computing,The Radboud profile states he heads the Artificial Cognitive Systems lab and focuses on bridging artificial and natural intelligence via machine learning and neuromorphic computing.,,Netherlands topic sweep,SOURCE_SUPPORTED,1,Explicit brain-inspired AI and neuromorphic computing mechanism. | Prior: CORE
R0307,E-R0307,Bio-inspired Neural Networks Group,lab,,Sander Bohte,Centrum Wiskunde & Informatica (CWI) and University of Amsterdam,Amsterdam,Netherlands,https://www.cwi.nl/en/people/sander-bohte/,,LIKELY_ACTIVE,,CORE,high,spiking-neural-networks;predictive-coding;biologically-plausible-learning;credit-assignment,recurrent-computation;temporal-computation,"Bohte develops computational models translating neuroscience insights (spiking computation, predictive coding, synaptic-tag plasticity) into useful neural networks and biologically plausible deep reinforcement learning.",https://www.cwi.nl/en/people/sander-bohte/,https://www.cwi.nl/en/people/sander-bohte/,"Bohte's CWI profile describes developing insights from neuroscience into usefully computing neural networks, including spiking neurons, predictive coding, neural adaptation, and biologically plausible deep reinforcement learning.","CWI group leader and part-time full professor of Computational Neuroscience at University of Amsterdam (SILS); collaborations with Pennartz, Roelfsema, Scholte noted.",seed reconciliation; official CWI profile,SOURCE_SUPPORTED,1,"Identity and the biology-to-AI mechanism are clearly established by page text (spiking neurons, predictive coding, synaptic tags, AuGMent working-memory model). Prior row's 2025-2026 dated publication list is not present in the fetched excerpt, so LIKELY_ACTIVE only. | Prior: CORE"
R0308,E-R0308,BRAINS Center for Brain-Inspired Computing,center,,Nikolaos Alachiotis; Bernard Geurts; Wilfred van der Wiel; Hanumantha Rao Vutukuri; Albert Wong; Amir Yousefzadeh and partner PIs,"University of Twente, MESA+ Institute",Enschede,Netherlands,https://www.utwente.nl/en/mesaplus/research/centres-of-expertise/brains-centre/,,ACTIVE,"Cited key publications dated 2026 (Science 392, Nat. Rev. Chem. 10) and 2025 (Nature 645) are listed on the center page.",CORE,high,neuromorphic-computing;physical-neural-networks;spiking-neural-networks;in-memory-computing;on-chip-learning,adaptive-robotics;morphological-computation;analog-computing;collective-intelligence;neural-dynamics,"BRAINS translates principles of brain intelligence into resource-efficient adaptive computing hardware, including physical neural networks, spiking neural networks and model-hardware co-design.",https://www.utwente.nl/en/mesaplus/research/centres-of-expertise/brains-centre/,https://www.utwente.nl/en/eemcs/caes/news/2026/7/1005190/brains-project-selected-within-nwo-otp,"The BRAINS center page says it combines nanoscience with computer science, AI and neuroscience to lay foundations for energy-efficient brain-inspired computing hardware, with focus on physical and spiking neural networks.","Parent center under MESA+ Institute, established 2018; key partner in Neuromorphic Computing NL alliance. Multiple PIs named in prior row are not individually listed in the fetched text.",seed-gap reconciliation; geography sweep,SOURCE_SUPPORTED,1,Center identity and brain-inspired computing mechanism supported. The prior row's '2026 NWO project news' and explicit PI list are not present in the fetched text and remain unverified; active status is supported by 2025-2026 dated publication citations on the page. | Prior: CORE
R0309,E-R0309,CogSys Lab — Neuromorphic Engineering,lab,,Charlotte Frenkel,"Delft University of Technology, Department of Microelectronics",Delft,Netherlands,https://ei.ewi.tudelft.nl/People/bio.php?id=822,,ACTIVE,Last updated: 31 May 2025,DIRECTLY_RELEVANT,medium,neuromorphic-computing;spiking-neural-networks;on-chip-learning;biologically-plausible-learning;event-driven-computation,adaptive-robotics;continual-learning;temporal-computation,"Frenkel's TU Delft work bridges bio-inspired and engineering-driven design toward neuromorphic intelligence, with digital/mixed-signal SNN processor design and on-chip training algorithms.",https://ei.ewi.tudelft.nl/People/bio.php?id=822,https://ei.ewi.tudelft.nl/Education/thesisdetails.php?ti=780,"Page identifies Frenkel as Assistant Professor in the Electronic Instrumentation group at TU Delft, describes the CogSys research team, and explicitly states a substantive biology-to-AI mechanism: bridging bio-inspired and engineering-driven design toward neuromorphic intelligence focused on spiking neural network processors and on-chip training algorithms.","Assistant professor in Electronic Instrumentation group, TU Delft; previously Institute of Neuroinformatics (UZH/ETH). The name 'CogSys Lab' does not appear in the fetched text; the page describes her research, not a separately named lab.",NICE 2025 official agenda; current first-party faculty and 2026–2027 project verification,SOURCE_SUPPORTED,1,"Researcher identity and neuromorphic/SNN relevance mechanism are supported, but no dedicated 'CogSys Lab' identity appears on the page and no dated 2024-2026 activity signal is in the fetched text; the prior row's 2026-2027 project and 2024 tinyML co-chair claims are not verifiable here. Active status UNCERTAIN. | Prior: CORE"
R0311,E-R0311,ELLIS Unit Nijmegen,network,,Marcel van Gerven,European Laboratory for Learning and Intelligent Systems / Radboud University / Donders Institute,Nijmegen,Netherlands,https://ellis.eu/research/sites/unit-nijmegen,,LIKELY_ACTIVE,ELLIS page notes a coordinators retreat 6-8 October 2025 hosted by the Dutch ELLIS Units including Nijmegen.,DIRECTLY_RELEVANT,medium,neural-dynamics;neuromorphic-computing;representation-learning;neural-coding,neural-manifolds,"The ELLIS Nijmegen unit pursues machine learning that elucidates basic information-processing mechanisms in biological systems and connects these to efficient brain-based AI, directed by Marcel van Gerven.",https://ellis.eu/research/sites/unit-nijmegen,https://www.ru.nl/en/people/gerven-m-van,"The ELLIS unit page says Nijmegen's machine learning research focuses on elucidating the basic mechanism of information processing in biological systems, while the Radboud page states van Gerven is director of the Nijmegen ELLIS unit and works on bridging artificial and natural intelligence.",Distinct from the separately listed Artificial Cognitive Systems lab led by van Gerven; this row covers the unit identity. Prior row's inclusion of 'neuromorphic computing' as a unit research agenda is not stated on the ELLIS unit page but does appear on van Gerven's Radboud profile. | Context/parent or person; not an independent unit in headline total,ELLIS/EuroNMC continental network roster,SOURCE_SUPPORTED,0,"Unit identity (Nijmegen, Donders Institute, ICAI, RUMC) and the biology-to-ml mechanism are supported across the two fetched pages; 2025 coordinators retreat provides an activity signal. | Prior: CORE"
R0312,E-R0312,FEP Lab,lab,,Lab leadership not listed on current ICAI page,Eindhoven University of Technology and GN Hearing,Eindhoven,Netherlands,https://icai.ai/lab/fep-lab/,,ACTIVE,"2025 publications listed: 'The Quotient Bayesian Learning Rule' (2025) and 'A Message Passing Realization of Expected Free Energy Minimization' (2025, arXiv:2508.02197).",CORE,medium,free-energy-principle;active-inference;predictive-learning;decision-making,uncertainty-monitoring;planning;exploration,"The FEP Lab transfers the neuroscience-derived Free Energy Principle into practical human-centered agents, building robust Bayesian inference and scalable FEP agents for hearing devices and VR.",https://icai.ai/lab/fep-lab/,https://icai.ai/labs/,"The supplied ICAI page explicitly names the FEP Lab as a collaboration between Eindhoven University of Technology and GN Hearing and describes a substantive biology-to-AI mechanism: transferring the neuroscience/physics-derived Free Energy Principle to practical use in human-centered agents such as hearing devices and VR. It lists distinct research projects developing FEP agents, Bayesian inference, and probabilistic models for hearing devices, with 2025 publications.",Collaboration between TU Eindhoven and GN Hearing under ICAI; no individual PI named on the fetched page.,seed reconciliation; ICAI lab roster,SOURCE_SUPPORTED,1,"Lab identity and the FEP/active-inference mechanism are supported by page text; however the page also contains apparent typos ('FEB Lab') and lists no PI and no dated 2024-2026 activity, so the prior row's 'STRONGLY RELATED' framing and PI status remain unverified. | Prior: STRONGLY RELATED"
R0313,E-R0313,Groningen Cognitive Systems and Materials Center (CogniGron),center,,Bernard Noheda; Elisabetta Chicca and center faculty,University of Groningen,Groningen,Netherlands,https://www.rug.nl/research/fse/cognigron/,,LIKELY_ACTIVE,€30M NWO grant positions the Netherlands to lead next-generation brain-inspired computing; NC-NL kick-off meeting,CORE,high,neuromorphic-computing;spiking-neural-networks;biologically-plausible-learning;local-learning;memristive-computing,self-organization;on-chip-learning;physical-neural-networks;event-driven-computation;in-memory-computing,"CogniGron develops self-learning materials, devices and algorithms for brain-inspired neuromorphic computing, explicitly integrating biology-to-hardware mechanisms.",https://www.rug.nl/research/fse/cognigron/,https://www.rug.nl/research/fse/cognitive-systems-and-materials/news/newsitems/2026/260428-9m-nwo-grant-positions-the-netherlands-to-lead-next-generation-brain-inspired-computing?lang=en,"The CogniGron center page states it develops self-learning materials and advanced systems for brain-inspired computing, drawing inspiration from the human brain to build neurons-and-synapses-like hardware and algorithms.",Parent center; Chicca child group listed separately.,seed reconciliation; official Groningen center pages,SOURCE_SUPPORTED,1,Prior: CORE
R0314,E-R0314,Guangzhi Tang Brain-Inspired Computing Group,lab,,Guangzhi Tang,Maastricht University,Maastricht,Netherlands,https://www.maastrichtuniversity.nl/g-tang/research,,ACTIVE,"NWO AiNed XS Funded Project: Brain-inspired MatMul-free Deep Learning for Sustainable AI on Neuromorphic Processor, 2024–2027; INRC Collaboration Project with Intel on sustainable neuromorphic foundation models",CORE,high,neuromorphic-computing;biologically-plausible-learning;spiking-neural-networks;sensorimotor-learning,event-based-vision;adaptive-robotics;efficient-coding,"Guangzhi Tang develops brain-inspired, neuromorphic AI solutions including MatMul-free deep learning and neuromorphic foundation models for edge robotics, funded by 2024–2027 NWO and Intel projects.",https://www.maastrichtuniversity.nl/g-tang/research,https://www.maastrichtuniversity.nl/g-tang/research,"The research page describes brain-inspired and neuromorphic technologies for efficient AI, including an NWO-funded project on MatMul-free deep learning inspired by the brain's asynchronous and local computations.",,Netherlands topic sweep,SOURCE_SUPPORTED,1,Prior: CORE
R0315,E-R0315,Innatera,company_research,,Sumeet Kumar,Innatera,Rijswijk,Netherlands,https://www.innatera.com/,,ACTIVE,"Join Innatera at Semicon India 2026, 17-19 September advertisement",CORE,high,neuromorphic-computing;spiking-neural-networks;event-driven-computation;on-chip-learning;analog-computing,event-based-vision;sensorimotor-learning;adaptive-robotics;physical-neural-networks,"Innatera builds brain-inspired spiking neural processors and a spiking compute fabric for ultra-low-power, event-driven edge AI, explicitly mirroring biological neurons.",https://www.innatera.com/,https://www.innatera.com/technology/,"Innatera's technology page describes brain-inspired, event-driven neuromorphic processing where spiking neural networks mirror biological neuron communication for low-power sensor intelligence.",,company/nonprofit official-site sweep,SOURCE_SUPPORTED,1,Prior: CORE
R0316,E-R0316,Interactive Robot Learning Laboratory (IRL-Lab),lab,,Group leadership not listed on current official page,University of Groningen,Groningen,Netherlands,https://www.ai.rug.nl/irl-lab/,,ACTIVE,Dec. 2025: paper on neurosymbolic robot manipulation; Nov 2025: PhD defense on Hybrid Deep Learning for Lifelong 3D Recognition,DIRECTLY_RELEVANT,medium,lifelong-learning;open-ended-learning;sensorimotor-learning;embodied-cognition;adaptive-robotics,active-perception,"IRL-Lab investigates lifelong, open-ended robot learning via interaction, explicitly aiming to understand biological principles of robust sensorimotor coordination in humans and animals to improve robot autonomy.",https://www.ai.rug.nl/irl-lab/,https://www.ai.rug.nl/irl-lab/,"The lab page states it develops algorithms to understand the underlying principles of robust sensorimotor coordination in humans and animals, directing this toward robot skill and autonomy.",Distinct from CogniGron/Chicca; no PI named on page.,topic sweep; official University of Groningen lab page,SOURCE_SUPPORTED,1,Prior: STRONGLY RELATED
R0317,E-R0317,MAVLab — Micro Air Vehicle Laboratory,lab,,Guido de Croon,"Delft University of Technology, Faculty of Aerospace Engineering",Delft,Netherlands,https://mavlab.tudelft.nl/people/,,ACTIVE,Current people page lists 2025–2026 researchers including Neuromorphic Learning and Bio-inspired Vision for Drones; prior row notes 2026 Nature output,CORE,high,embodied-cognition;neuromorphic-computing;evolutionary-robotics;sensorimotor-learning,swarm-intelligence;active-perception;spiking-neural-networks;morphological-computation;adaptive-robotics,"MAVLab uses insect and bee-inspired flight, learning, and neuromorphic navigation as mechanisms for autonomous aerial robots, with current researchers explicitly listed under Neuromorphic Learning and Neuromorphic and Insect-Inspired Navigation.",https://mavlab.tudelft.nl/people/,https://mavlab.tudelft.nl/publications/,The lab people page lists Guido de Croon as Full Professor and includes researchers with topics 'Neuromorphic Learning' and 'Neuromorphic and Insect-Inspired Navigation' among 2026 roster entries.,,NFR-ICRA 2026 official speaker roster; current first-party lab roster and publications,SOURCE_SUPPORTED,1,"Prior: CORE | Luna High round: PROMOTE / Authoritative current source supports the entity identity and the stated relevance judgment. | Gate: MAVLab is a distinct active TU Delft lab with 2025–2026 roster entries in neuromorphic learning and insect-inspired navigation, providing a current biology-inspired robotics mechanism."
R0319,E-R0319,Neuromorphic Edge Computing Systems Lab,lab,,Federico Corradi,Eindhoven University of Technology,Eindhoven,Netherlands,https://research.tue.nl/en/organisations/neuromorphic-edge-computing-systems-lab/,,LIKELY_ACTIVE,"Current TU/e research portal page lists department, room and ongoing research descriptions; no dated output on page but institutional listing current.",CORE,high,neuromorphic-computing;spiking-neural-networks;on-chip-learning;in-memory-computing;biologically-plausible-learning,adaptive-robotics;event-driven-computation;physical-neural-networks;analog-computing;sensorimotor-learning,"NECS Lab designs neuromorphic circuits and systems that mimic the brain's fundamental information processing strategies, including bio-realistic spiking neural networks with learning synapses.",https://research.tue.nl/en/organisations/neuromorphic-edge-computing-systems-lab/,https://research.tue.nl/nl/organisations/neuromorphic-edge-computing-systems-lab/,"The lab page states its goal is to enable intelligence in microchips by designing neuromorphic circuits and systems that mimic the brain's information processing, down to bio-realistic spiking networks and in-memory computing.",,seed reconciliation; official TU/e research portal,SOURCE_SUPPORTED,1,Prior: CORE
R0320,E-R0320,Photonic Integration Group — Neuromorphic Photonics,lab,,Weiming Yao; Kevin Williams,Eindhoven University of Technology / Eindhoven Hendrik Casimir Institute,Eindhoven,Netherlands,https://research.tue.nl/en/organisations/photonic-integration/,,ACTIVE,TU/e portal records a 2025 integrated-neuromorphic-photonics activity and 2026 photonic-neural-network output.,DIRECTLY_RELEVANT,medium,photonic-neuromorphic;neuromorphic-computing;physical-neural-networks;analog-computing;event-driven-computation,,"TU/e Photonic Integration Group develops integrated photonics and documented neuromorphic photonics, including photonic neural networks and spiking-laser systems.",https://research.tue.nl/en/organisations/photonic-integration/,https://research.tue.nl/en/organisations/photonic-integration/; https://pure.tue.nl/ws/portalfiles/portal/301433396/Measurements_and_Modeling_of_a_Monolithically_Integrated_Self_Spiking_Two_Section_Laser_in_InP.pdf,"The group page describes leading-edge research into indium phosphide semiconductor-based photonic integration and its applications, with no explicit mention of neuromorphic or brain-inspired computing in the supplied excerpt.",Distinct from TU/e Neuromorphic Edge Computing Systems Lab.,CORDIS SPIKEPro 2025 project trail; current first-party organisation and faculty verification,SOURCE_SUPPORTED,1,"Fetched text does not substantiate neuromagnetic or brain-inspired mechanisms; classified as DIRECTLY_RELEVANT pending further evidence. | Prior: CORE | Luna High round: HOLD_PARTIAL / Fresh TU/e evidence supports identity, named neuromorphic-photonics activity and date; DIRECTLY_RELEVANT because neuromorphic substrates are in scope. | Gate: The TU/e organization is real and a 2025 institutional event connects it to integrated neuromorphic photonics, but the cited group page does not itself establish the neuromorphic programme or a distinct unit lead clearly enough for promotion. | Final Luna closure: PROMOTE / Institutional portal and recent output verify an independent active group and direct neuromorphic-photonic computing scope. | Independent positive gate: TU/e institutional portal and recent photonic-neural-network output identify an active group with substantive integrated neuromorphic-photonics and spiking-laser work."
R0321,E-R0321,Laboratory for Animate Technologies,lab,,Mark Sagar,University of Auckland,Auckland,New Zealand,https://www.auckland.ac.nz/en/abi/our-research/research-groups-themes/laboratory-animate-technologies.html,,LIKELY_ACTIVE,,CORE,high,developmental-learning;embodied-cognition;biologically-plausible-learning;social-learning;neural-dynamics,predictive-processing;representation-learning;cognitive-developmental-robotics,"The lab builds interactive computational models of face and brain combining bioengineering, computational/theoretical neuroscience, AI and graphics, including the BabyX virtual infant incorporating models of neural systems for interactive behaviour and social learning.",https://www.auckland.ac.nz/en/abi/our-research/research-groups-themes/laboratory-animate-technologies.html,https://www.auckland.ac.nz/en/fmhs/research/our-research-centres/fmhs-university-research-centres/cbr/research/cognitive-and-computational-neuroscience.html,"The page states the lab creates live computational models of the face and brain by combining bioengineering, computational and theoretical neuroscience, artificial intelligence and interactive computer graphics, and that BabyX incorporates computational models of basic neural systems involved in interactive behaviour and learning.",Distinct from other Auckland ABI units; hosted within Auckland Bioengineering Institute.,New Zealand developmental-AI search; official Auckland pages,SOURCE_SUPPORTED,1,No dated 2024-2026 output on fetched page; identity and mechanism supported. | Prior: CORE
R0322,E-R0322,MacDiarmid Institute Brain-like Nano-networks,research_program,,Simon Brown; Natalie Plank,MacDiarmid Institute / University of Canterbury and Victoria University of Wellington,Christchurch,New Zealand,https://www.macdiarmid.ac.nz/news-and-events/news/annual-reports-pages/optimising-networks-for-brain-like-performance-annual-report-2025/,,ACTIVE,Annual Report 2025 page describing current neuromorphic nano-network research.,CORE,high,neuromorphic-computing;physical-neural-networks;self-organization;spiking-neural-networks;in-memory-computing,synaptic-plasticity;network-growth;memristive-computing,MacDiarmid Future Computing programme develops self-assembled nanoparticle and nanowire networks that mimic brain-like spiking and learning dynamics for neuromorphic hardware.,https://www.macdiarmid.ac.nz/news-and-events/news/annual-reports-pages/optimising-networks-for-brain-like-performance-annual-report-2025/,https://ir.canterbury.ac.nz/server/api/core/bitstreams/0c3943a0-f16d-4c01-bc47-4931f3cff702/content,The 2025 annual report page describes Simon Brown's nanoparticle networks and Natalie Plank's nanowire networks as being investigated for brain-like performance and neuromorphic computing.,Program-level entity within MacDiarmid Institute; PIs from University of Canterbury and Victoria University of Wellington. | Context/parent or person; not an independent unit in headline total,New Zealand neuromorphic-materials search,SOURCE_SUPPORTED,0,Entity is a program rather than a single lab; both PI affiliations supported by page text. | Prior: STRONGLY RELATED
R0323,E-R0323,NeuGroup,group,,Nikola Kasabov,Auckland University of Technology,Auckland,New Zealand,https://kedri.aut.ac.nz/research-groups/neugroup,https://kedri.aut.ac.nz/research-groups/neucube,LIKELY_ACTIVE,,CORE,medium,spiking-neural-networks,temporal-computation;continual-learning,"AUT KEDRI's named NeuGroup develops applications of the brain-like NeuCube spiking neural network architecture, including online multisensory prediction.",https://kedri.aut.ac.nz/research-groups/neugroup,https://kedri.aut.ac.nz/research-groups/neucube,"AUT KEDRI’s live NeuCube page identifies the architecture as Brain-Like AI based on spiking neural networks, and the KEDRI research-groups page places it within Professor Nikola Kasabov’s research programme.",Cannot confirm current hosting or leadership without page text.,New Zealand targeted search; official AUT/KEDRI pages,SOURCE_SUPPORTED,1,"Blocked page; prior row not sufficient as evidence. | Prior: CORE | Luna High round: PROMOTE / Fresh official KEDRI pages replace the prior 403 and support entity identity, leadership, and the substantive spiking brain-inspired mechanism; current dated output is limited. | Gate: AUT KEDRI’s live NeuCube pages identify a distinct Brain-Like AI group and a spiking-neural-network architecture under Nikola Kasabov; the mechanism is explicitly brain-inspired and current. | Editorial: the official KEDRI page names NeuGroup as the research unit and NeuCube as its architecture."
R0324,E-R0324,Biologically-inspired Artificial Intelligence (bioAI),lab,,Mikkel Elle Lepperød,Simula Research Laboratory / University of Oslo,Oslo,Norway,https://bioai-oslo.github.io/,,ACTIVE,"News items dated Oct 08, 2024 (NeuroAI workshop podcasts) and Sep 25, 2024 (NeurIPS 2024 acceptance); page last updated November 01, 2024.",CORE,high,continual-learning;representation-learning;causal-cognition;navigation,cognitive-maps;active-perception;predictive-coding,"bioAI develops brain-inspired AI methods spanning spatial navigation, active sensing, interpretability, representation learning, causality, continual learning and neural data analysis, with recent NeuroAI and cognitive-map work.",https://bioai-oslo.github.io/,https://www.simula.no/research/projects/bioai-biologically-inspired-artificial-intelligence,"The group home page states they develop brain-inspired AI methods to advance understanding of brain function and enhance AI technology, listing navigation, active sensing, interpretability, representation learning, causality, continual learning and neural data analysis.",Hosted by Simula Research Laboratory in collaboration with University of Oslo; ties to CINPLA.,country sweep; official Simula and group pages,SOURCE_SUPPORTED,1,2024 activity; no 2025-2026 signal on fetched page. | Prior: CORE
